,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
11/01/2024,1 / 65,De 80375 Até 80404,"872,5",0,0,"872,5",0,"871,5","872,5",0
,"Cartao de Debito 596, 00 - Cartao de Credito 276, 50",,,,,,,,,
12/01/2024,1 / 65,De 80405 Até 80443,1505,0,0,1463,42,1546,1463,0
,"Dinheiro 19, 00 - Cartao de Debito 685, 50 - Cartao de Credito 735, 50 - Pagamento Instantâneo (PIX) 23, 00",,,,,,,,,
13/01/2024,1 / 65,De 80444 Até 80484,"1441,1",0,0,"1426,1",15,"1436,1","1426,1",0
,"Cartao de Debito 754, 50 - Cartao de Credito 524, 00 - Pagamento Instantâneo (PIX) 147, 60",,,,,,,,,
15/01/2024,1 / 65,De 80485 Até 80523,"915,6",0,0,"913,6",2,"916,6","913,6",0
,"Dinheiro 36, 00 - Cartao de Debito 614, 60 - Cartao de Credito 263, 00",,,,,,,,,
16/01/2024,1 / 65,De 80524 Até 80556,"1425,5",0,0,"1400,5",25,"1450,5","1400,5",0
,"Cartao de Debito 942, 50 - Cartao de Credito 458, 00",,,,,,,,,
17/01/2024,1 / 65,De 80557 Até 80592,"900,5",0,0,"889,5",11,"911,5","889,5",0
,"Cartao de Debito 527, 00 - Cartao de Credito 362, 50",,,,,,,,,
18/01/2024,1 / 65,De 80593 Até 80629,"901,6",0,0,"889,6",12,"911,6","889,6",0
,"Cartao de Debito 644, 60 - Cartao de Credito 245, 00",,,,,,,,,
19/01/2024,1 / 65,De 80630 Até 80667,1282,0,0,1214,68,1349,1214,0
,"Cartao de Debito 613, 00 - Cartao de Credito 601, 00",,,,,,,,,
20/01/2024,1 / 65,De 80668 Até 80710,"1648,5",0,0,"1623,5",25,"1664,5","1623,5",0
,"Dinheiro 15, 00 - Cartao de Debito 558, 50 - Cartao de Credito 843, 50 - Pagamento Instantâneo (PIX) 206, 50",,,,,,,,,
22/01/2024,1 / 65,De 80711 Até 80741,"1639,5",0,0,"1618,5",21,"1660,5","1618,5",0
,"Cartao de Debito 1322, 50 - Cartao de Credito 296, 00",,,,,,,,,
23/01/2024,1 / 65,De 80742 Até 80768,649,0,0,647,2,651,647,0
,"Cartao de Debito 485, 00 - Cartao de Credito 162, 00",,,,,,,,,
24/01/2024,1 / 65,De 80769 Até 80808,"1222,5",0,0,"1212,5",10,"1230,5","1212,5",0
