,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
07/02/2024,1 / 65,De 81230 Até 81267,1091,0,0,1090,1,1092,1090,0
,"Cartao de Debito 769, 00 - Cartao de Credito 321, 00",,,,,,,,,
08/02/2024,1 / 65,De 81268 Até 81301,"1105,5",0,0,"1095,5",10,"1107,5","1095,5",0
,"Dinheiro 24, 00 - Cartao de Debito 808, 50 - Cartao de Credito 263, 00",,,,,,,,,
09/02/2024,1 / 65,De 81302 Até 81340,"1061,6",0,0,"1061,6",0,"1060,6","1061,6",0
,"Cartao de Debito 617, 10 - Cartao de Credito 444, 50",,,,,,,,,
10/02/2024,1 / 65,De 81341 Até 81378,"1132,8",0,0,"1131,8",1,"1130,2","1131,8",0
,"Dinheiro 52, 00 - Cartao de Debito 810, 80 - Cartao de Credito 269, 00",,,,,,,,,
12/02/2024,1 / 65,De 81379 Até 81415,"1534,2",0,0,"1515,2",19,"1550,2","1515,2",0
,"Cartao de Debito 646, 70 - Cartao de Credito 696, 50 - Pagamento Instantâneo (PIX) 172, 00",,,,,,,,,
14/02/2024,1 / 65,De 81416 Até 81447,"1016,5",0,0,"1000,5",16,"1027,5","1000,5",0
,"Cartao de Debito 462, 50 - Cartao de Credito 187, 00 - Pagamento Instantâneo (PIX) 351, 00",,,,,,,,,
15/02/2024,1 / 65,De 81448 Até 81467,"484,2",0,0,"469,7","14,5","493,7","469,7",0
,"Cartao de Debito 209, 30 - Cartao de Credito 233, 50 - Pagamento Instantâneo (PIX) 26, 90",,,,,,,,,
16/02/2024,1 / 65,De 81468 Até 81508,1182,0,0,1165,17,"1190,5",1165,0
,"Cartao de Debito 768, 00 - Cartao de Credito 285, 00 - Pagamento Instantâneo (PIX) 112, 00",,,,,,,,,
17/02/2024,1 / 65,De 81509 Até 81555,1404,0,0,1402,2,"1401,5",1402,0
,"Cartao de Debito 1071, 50 - Cartao de Credito 330, 50",,,,,,,,,
19/02/2024,1 / 65,De 81556 Até 81599,"1380,5",0,0,"1380,5",0,"1380,5","1380,5",0
,"Dinheiro 61, 00 - Cartao de Debito 633, 50 - Cartao de Credito 686, 00",,,,,,,,,
20/02/2024,1 / 65,De 81600 Até 81634,"909,5",0,0,"908,5",1,"910,5","908,5",0
,"Cartao de Debito 763, 50 - Cartao de Credito 145, 00",,,,,,,,,
21/02/2024,1 / 65,De 81635 Até 81673,1059,0,0,"1026,5","32,5","1089,5","1026,5",0
