,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
02/04/2024,1 / 65,De 82880 Até 82923,"1175,6",0,0,"1172,6",3,"1172,6","1172,6",0
,"Dinheiro 20, 50 - Cartao de Debito 824, 30 - Cartao de Credito 327, 80",,,,,,,,,
03/04/2024,1 / 65,De 82924 Até 82957,"1006,2",0,0,"980,2",26,"1024,7","980,2",0
,"Dinheiro 52, 00 - Cartao de Debito 566, 20 - Cartao de Credito 362, 00",,,,,,,,,
04/04/2024,1 / 65,De 82958 Até 82987,"749,5",0,0,"743,5",6,"755,5","743,5",0
,"Dinheiro 23, 00 - Cartao de Debito 486, 00 - Cartao de Credito 234, 50",,,,,,,,,
05/04/2024,1 / 65,De 82988 Até 83023,"969,7",0,0,"968,7",1,"970,7","968,7",0
,"Cartao de Debito 694, 70 - Cartao de Credito 274, 00",,,,,,,,,
06/04/2024,1 / 65,De 83024 Até 83071,"1033,6",0,0,"1029,6",4,"1037,6","1029,6",0
,"Cartao de Debito 679, 60 - Cartao de Credito 350, 00",,,,,,,,,
08/04/2024,1 / 65,De 83072 Até 83107,1482,0,0,1482,0,1482,1482,0
,"Cartao de Debito 846, 00 - Cartao de Credito 636, 00",,,,,,,,,
09/04/2024,1 / 65,De 83108 Até 83133,"653,5",0,0,"653,5",0,"653,5","653,5",0
,"Cartao de Debito 498, 50 - Cartao de Credito 155, 00",,,,,,,,,
10/04/2024,1 / 65,De 83134 Até 83178,1628,0,0,1564,64,1692,1564,0
,"Cartao de Debito 1140, 00 - Cartao de Credito 424, 00",,,,,,,,,
11/04/2024,1 / 65,De 83179 Até 83206,"1037,5",0,0,"1035,5",2,"1039,5","1035,5",0
,"Cartao de Debito 573, 00 - Cartao de Credito 462, 50",,,,,,,,,
12/04/2024,1 / 65,De 83207 Até 83246,"1611,5",0,0,"1595,5",16,"1619,5","1595,5",0
,"Cartao de Debito 495, 00 - Cartao de Credito 392, 00 - Pagamento Instantâneo (PIX) 708, 50",,,,,,,,,
13/04/2024,1 / 65,De 83247 Até 83299,"1530,2",0,0,"1506,5","23,7","1547,9","1506,5",0
,"Cartao de Debito 837, 00 - Cartao de Credito 470, 20 - Pagamento Instantâneo (PIX) 199, 30",,,,,,,,,
15/04/2024,1 / 65,De 83300 Até 83337,"1094,6",0,0,"1094,6",0,"1094,1","1094,6",0
