,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Cartao de Debito 555, 00 - Cartao de Credito 471, 50",,,,,,,,,
22/02/2024,1 / 65,De 81674 Até 81704,"739,1",0,0,"738,1",1,"740,1","738,1",0
,"Cartao de Debito 442, 60 - Cartao de Credito 295, 50",,,,,,,,,
23/02/2024,1 / 65,De 81705 Até 81732,681,0,0,681,0,676,681,0
,"Cartao de Debito 521, 00 - Cartao de Credito 160, 00",,,,,,,,,
24/02/2024,1 / 65,De 81733 Até 81767,"974,5",0,0,"956,5",18,"992,5","956,5",0
,"Cartao de Debito 466, 50 - Cartao de Credito 466, 00 - Pagamento Instantâneo (PIX) 24, 00",,,,,,,,,
26/02/2024,1 / 65,De 81768 Até 81809,"1168,8",0,0,"1168,8",0,"1166,8","1168,8",0
,"Dinheiro 16, 50 - Cartao de Debito 658, 00 - Cartao de Credito 494, 30",,,,,,,,,
27/02/2024,1 / 65,De 81810 Até 81845,1329,0,0,"1291,1","37,9","1358,9","1291,1",0
,"Cartao de Debito 330, 50 - Cartao de Credito 541, 60 - Pagamento Instantâneo (PIX) 419, 00",,,,,,,,,
28/02/2024,1 / 65,De 81846 Até 81878,"849,25",0,0,"846,25",3,"852,25","846,25",0
,"Cartao de Debito 429, 75 - Cartao de Credito 416, 50",,,,,,,,,
29/02/2024,1 / 65,De 81879 Até 81916,"1572,5",0,0,"1557,5",15,"1587,5","1557,5",0
,"Cartao de Debito 977, 50 - Cartao de Credito 580, 00",,,,,,,,,
01/03/2024,1 / 65,De 81917 Até 81951,"844,5",0,0,843,"1,5",846,843,0
,"Dinheiro 20, 00 - Cartao de Debito 506, 00 - Cartao de Credito 317, 00",,,,,,,,,
02/03/2024,1 / 65,De 81952 Até 81998,"1915,9",0,0,"1862,4","53,5","1951,4","1862,4",0
,"Cartao de Debito 1015, 50 - Cartao de Credito 735, 40 - Pagamento Instantâneo (PIX) 111, 50",,,,,,,,,
03/03/2024,1 / 65,De 81999 Até 81999,34,0,0,34,0,34,34,0
,"Dinheiro 34, 00",,,,,,,,,
04/03/2024,1 / 65,De 82000 Até 82026,"699,5",0,0,"686,5",13,"712,5","686,5",0
,"Cartao de Debito 376, 50 - Cartao de Credito 310, 00",,,,,,,,,
