,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
19/06/2023,1 / 65,De 73504 Até 73546,"1175,1",0,0,"1169,9","5,2","1175,1","1169,9",0
,"Dinheiro 79, 00 - Cartao de Debito 486, 40 - Cartao de Credito 604, 50",,,,,,,,,
20/06/2023,1 / 65,De 73547 Até 73596,1284,0,0,1280,4,1284,1280,0
,"Dinheiro 18, 00 - Cartao de Debito 759, 00 - Cartao de Credito 503, 00",,,,,,,,,
21/06/2023,1 / 65,De 73597 Até 73629,"984,8",0,0,"975,8",9,"993,8","975,8",0
,"Cartao de Debito 662, 50 - Cartao de Credito 313, 30",,,,,,,,,
22/06/2023,1 / 65,De 73630 Até 73659,"1132,4",0,0,"1102,4",30,"1162,3","1102,4",0
,"Dinheiro 18, 00 - Cartao de Debito 531, 30 - Cartao de Credito 553, 10",,,,,,,,,
23/06/2023,1 / 65,De 73660 Até 73700,"1263,4",0,0,"1246,4",17,"1262,4","1246,4",0
,"Dinheiro 14, 00 - Cartao de Debito 821, 60 - Cartao de Credito 375, 80 - Pagamento Instantâneo (PIX) 35, 00",,,,,,,,,
24/06/2023,1 / 65,De 73701 Até 73761,1395,0,0,"1386,4","8,6","1392,4","1386,4",0
,"Dinheiro 87, 00 - Cartao de Debito 861, 30 - Cartao de Credito 438, 10",,,,,,,,,
26/06/2023,1 / 65,De 73762 Até 73800,"1122,7",0,0,"1067,3","55,4","1174,1","1067,3",0
,"Cartao de Debito 752, 80 - Cartao de Credito 246, 50 - Pagamento Instantâneo (PIX) 68, 00",,,,,,,,,
27/06/2023,1 / 65,De 73801 Até 73846,"1083,2",0,0,"1063,6","19,6","1102,8","1063,6",0
,"Cartao de Debito 700, 10 - Cartao de Credito 363, 50",,,,,,,,,
28/06/2023,1 / 65,De 73847 Até 73884,"851,5",0,0,849,"2,5",852,849,0
,"Cartao de Debito 557, 00 - Cartao de Credito 292, 00",,,,,,,,,
29/06/2023,1 / 65,De 73885 Até 73918,"1198,6",0,0,"1185,9","12,7","1203,3","1185,9",0
,"Cartao de Debito 741, 40 - Cartao de Credito 444, 50",,,,,,,,,
30/06/2023,1 / 65,De 73919 Até 73945,"1047,9",0,0,"1036,9",11,"1055,4","1036,9",0
,"Cartao de Debito 570, 90 - Cartao de Credito 234, 50 - Pagamento Instantâneo (PIX) 231, 50",,,,,,,,,
01/07/2023,1 / 65,De 73946 Até 73988,"1242,5",0,0,"1228,5",14,"1252,5","1228,5",0
