,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Dinheiro 32, 00 - Cartao de Debito 1320, 80 - Cartao de Credito 390, 00",,,,,,,,,
16/01/2023,1 / 65,De 68651 Até 68672,"731,6",0,0,"717,3","14,3","745,9","717,3",0
,"Cartao de Debito 499, 30 - Cartao de Credito 218, 00",,,,,,,,,
17/01/2023,1 / 65,De 68673 Até 68721,"1377,4",0,0,"1376,4",1,"1378,4","1376,4",0
,"Dinheiro 9, 00 - Cartao de Debito 927, 90 - Cartao de Credito 439, 50",,,,,,,,,
18/01/2023,1 / 65,De 68722 Até 68751,"584,55",0,0,"579,15","5,4","589,95","579,15",0
,"Cartao de Debito 394, 95 - Cartao de Credito 184, 20",,,,,,,,,
19/01/2023,1 / 65,De 68752 Até 68782,"1463,9",0,0,"1457,9",6,"1456,5","1457,9",0
,"Dinheiro 199, 00 - Cartao de Debito 432, 00 - Cartao de Credito 826, 90",,,,,,,,,
21/01/2023,1 / 65,De 68783 Até 68844,"1515,3",0,0,"1511,8","3,5","1518,6","1511,8",0
,"Cartao de Debito 1043, 70 - Cartao de Credito 436, 10 - Pagamento Instantâneo (PIX) 32, 00",,,,,,,,,
23/01/2023,1 / 65,De 68845 Até 68879,"796,5",0,0,"765,9","30,6","827,1","765,9",0
,"Cartao de Debito 638, 90 - Cartao de Credito 127, 00",,,,,,,,,
24/01/2023,1 / 65,De 68880 Até 68922,"807,7",0,0,"807,1","0,6","806,3","807,1",0
,"Cartao de Debito 425, 20 - Cartao de Credito 381, 90",,,,,,,,,
25/01/2023,1 / 65,De 68923 Até 68962,"959,3",0,0,944,"15,3","968,6",944,0
,"Cartao de Debito 609, 30 - Cartao de Credito 334, 70",,,,,,,,,
26/01/2023,1 / 65,De 68963 Até 68984,"1164,2",0,0,"1154,2",10,"1166,2","1154,2",0
,"Dinheiro 68, 50 - Cartao de Debito 467, 90 - Cartao de Credito 617, 80",,,,,,,,,
27/01/2023,1 / 65,De 68985 Até 69016,"734,4",0,0,725,"9,4","743,8",725,0
,"Cartao de Debito 449, 50 - Cartao de Credito 275, 50",,,,,,,,,
28/01/2023,1 / 65,De 69017 Até 69062,"1238,35",0,0,"1229,85","8,5","1246,85","1229,85",0
,"Cartao de Debito 759, 65 - Cartao de Credito 435, 20 - Pagamento Instantâneo (PIX) 35, 00",,,,,,,,,
