,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
04/12/2023,1 / 65,De 79033 Até 79082,"1766,7",0,0,"1676,7",90,"1853,7","1676,7",0
,"Dinheiro 6, 00 - Cartao de Debito 1027, 20 - Cartao de Credito 643, 50",,,,,,,,,
05/12/2023,1 / 65,De 79083 Até 79121,"1903,5",0,0,"1892,5",11,"1912,5","1892,5",0
,"Cartao de Debito 1057, 00 - Cartao de Credito 835, 50",,,,,,,,,
06/12/2023,1 / 65,De 79122 Até 79161,1282,0,0,1281,1,1283,1281,0
,"Dinheiro 24, 00 - Cartao de Debito 1064, 00 - Cartao de Credito 193, 00",,,,,,,,,
07/12/2023,1 / 65,De 79162 Até 79197,"1279,5",0,0,"1270,5",9,"1288,5","1270,5",0
,"Cartao de Debito 1058, 00 - Cartao de Credito 212, 50",,,,,,,,,
08/12/2023,1 / 65,De 79198 Até 79246,"1667,3",0,0,"1658,3",9,"1675,3","1658,3",0
,"Cartao de Debito 1206, 80 - Cartao de Credito 451, 50",,,,,,,,,
09/12/2023,1 / 65,De 79247 Até 79299,"2351,6",0,0,"2328,6",23,"2359,1","2328,6",0
,"Cartao de Debito 688, 30 - Cartao de Credito 1110, 10 - Pagamento Instantâneo (PIX) 530, 20",,,,,,,,,
11/12/2023,1 / 65,De 79300 Até 79338,"1016,1",0,0,"1008,1",8,"1024,1","1008,1",0
,"Dinheiro 8, 00 - Cartao de Debito 787, 10 - Cartao de Credito 213, 00",,,,,,,,,
12/12/2023,1 / 65,De 79339 Até 79393,"2039,6",0,0,"2037,2","2,4",2041,"2037,2",0
,"Dinheiro 398, 40 - Cartao de Debito 883, 00 - Cartao de Credito 755, 80",,,,,,,,,
13/12/2023,1 / 65,De 79394 Até 79444,"1423,7",0,0,"1410,7",13,"1433,7","1410,7",0
,"Cartao de Debito 1125, 70 - Cartao de Credito 285, 00",,,,,,,,,
14/12/2023,1 / 65,De 79445 Até 79499,"1537,2",0,0,"1519,2",18,"1554,2","1519,2",0
,"Dinheiro 103, 00 - Cartao de Debito 761, 70 - Cartao de Credito 654, 50",,,,,,,,,
15/12/2023,1 / 65,De 79500 Até 79542,"1008,5",0,0,"983,5",25,"1032,4","983,5",0
,"Cartao de Debito 685, 50 - Cartao de Credito 298, 00",,,,,,,,,
16/12/2023,1 / 65,De 79543 Até 79587,"1868,6",0,0,"1858,1","10,5","1870,1","1858,1",0
