,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
11/08/2023,1 / 65,De 75436 Até 75478,"2158,4",0,0,"2129,4",29,"2180,4","2129,4",0
,"Dinheiro 9, 00 - Cartao de Debito 1414, 90 - Cartao de Credito 705, 50",,,,,,,,,
12/08/2023,1 / 65,De 75479 Até 75515,"1843,6",0,0,"1807,6",36,"1876,6","1807,6",0
,"Cartao de Debito 1067, 70 - Cartao de Credito 555, 90 - Pagamento Instantâneo (PIX) 184, 00",,,,,,,,,
14/08/2023,1 / 65,De 75516 Até 75540,840,0,0,840,0,"832,5",840,0
,"Dinheiro 48, 00 - Cartao de Debito 565, 00 - Cartao de Credito 227, 00",,,,,,,,,
15/08/2023,1 / 65,De 75541 Até 75576,"1085,9",0,0,"1077,4","8,5","1092,4","1077,4",0
,"Cartao de Debito 828, 40 - Cartao de Credito 249, 00",,,,,,,,,
16/08/2023,1 / 65,De 75577 Até 75609,"997,3",0,0,"989,3",8,"996,7","989,3",0
,"Cartao de Debito 496, 30 - Cartao de Credito 493, 00",,,,,,,,,
17/08/2023,1 / 65,De 75610 Até 75641,"1141,3",0,0,"1132,3",9,"1144,3","1132,3",0
,"Cartao de Debito 703, 50 - Cartao de Credito 428, 80",,,,,,,,,
18/08/2023,1 / 65,De 75642 Até 75676,"994,5",0,0,969,"25,5",1018,969,0
,"Cartao de Debito 690, 50 - Cartao de Credito 250, 50 - Pagamento Instantâneo (PIX) 28, 00",,,,,,,,,
19/08/2023,1 / 65,De 75677 Até 75712,"1346,6",0,0,1303,"43,6","1380,2",1303,0
,"Dinheiro 12, 00 - Cartao de Debito 840, 00 - Cartao de Credito 282, 00 - Pagamento Instantâneo (PIX) 169, 00",,,,,,,,,
21/08/2023,1 / 65,De 75713 Até 75741,"988,1",0,0,"983,6","4,5","974,61","983,6",0
,"Dinheiro 50, 00 - Cartao de Debito 452, 40 - Cartao de Credito 481, 20",,,,,,,,,
22/08/2023,1 / 65,De 75742 Até 75783,"1729,6",0,0,"1660,6",69,"1796,4","1660,6",0
,"Dinheiro 21, 50 - Cartao de Debito 869, 80 - Cartao de Credito 379, 30 - Pagamento Instantâneo (PIX) 390, 00",,,,,,,,,
23/08/2023,1 / 65,De 75784 Até 75816,"894,1",0,0,"890,6","3,5","894,1","890,6",0
,"Cartao de Debito 401, 60 - Cartao de Credito 489, 00",,,,,,,,,
24/08/2023,1 / 65,De 75817 Até 75863,"1258,2",0,0,"1242,8","15,4","1268,6","1242,8",0
