,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Dinheiro 68, 00 - Cartao de Debito 816, 00 - Cartao de Credito 327, 00",,,,,,,,,
13/02/2023,1 / 65,De 69508 Até 69560,"1316,6",0,0,"1269,6",47,"1361,6","1269,6",0
,"Cartao de Debito 875, 70 - Cartao de Credito 393, 90",,,,,,,,,
14/02/2023,1 / 65,De 69561 Até 69614,"1306,3",0,0,"1280,2","26,1","1328,4","1280,2",0
,"Cartao de Debito 891, 00 - Cartao de Credito 389, 20",,,,,,,,,
15/02/2023,1 / 65,De 69615 Até 69663,"1251,7",0,0,"1243,8","7,9","1250,4","1243,8",0
,"Cartao de Debito 914, 70 - Cartao de Credito 329, 10",,,,,,,,,
16/02/2023,1 / 65,De 69664 Até 69693,"709,3",0,0,"689,8","19,5","724,7","689,8",0
,"Cartao de Debito 526, 80 - Cartao de Credito 163, 00",,,,,,,,,
17/02/2023,1 / 65,De 69694 Até 69724,"1162,8",0,0,"1149,3","13,5","1156,3","1149,3",0
,"Dinheiro 42, 00 - Cartao de Debito 651, 10 - Cartao de Credito 456, 20",,,,,,,,,
18/02/2023,1 / 65,De 69725 Até 69760,"1360,5",0,0,"1354,5",6,"1359,5","1354,5",0
,"Cartao de Debito 901, 50 - Cartao de Credito 453, 00",,,,,,,,,
20/02/2023,1 / 65,De 69761 Até 69793,1020,0,0,1002,18,1037,1002,0
,"Cartao de Debito 626, 50 - Cartao de Credito 375, 50",,,,,,,,,
22/02/2023,1 / 65,De 69794 Até 69831,"971,7",0,0,"970,9","0,8","969,5","970,9",0
,"Dinheiro 19, 50 - Cartao de Debito 552, 00 - Cartao de Credito 399, 40",,,,,,,,,
23/02/2023,1 / 65,De 69832 Até 69860,"740,6",0,0,"740,6",0,"740,6","740,6",0
,"Cartao de Debito 604, 60 - Cartao de Credito 136, 00",,,,,,,,,
24/02/2023,1 / 65,De 69861 Até 69889,"925,3",0,0,"911,3",14,"938,3","911,3",0
,"Cartao de Debito 703, 90 - Cartao de Credito 207, 40",,,,,,,,,
25/02/2023,1 / 65,De 69890 Até 69925,"805,5",0,0,"805,2","0,3","804,3","805,2",0
,"Dinheiro 54, 00 - Cartao de Debito 513, 90 - Cartao de Credito 237, 30",,,,,,,,,
