,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Cartao de Debito 974, 50 - Cartao de Credito 764, 50",,,,,,,,,
22/09/2023,1 / 65,De 76723 Até 76765,"1151,3",0,0,"1149,3",2,"1152,3","1149,3",0
,"Cartao de Debito 986, 30 - Cartao de Credito 163, 00",,,,,,,,,
23/09/2023,1 / 65,De 76766 Até 76795,"777,3",0,0,"773,3",4,"781,3","773,3",0
,"Cartao de Debito 442, 30 - Cartao de Credito 331, 00",,,,,,,,,
25/09/2023,1 / 65,De 76796 Até 76834,1341,0,0,1311,30,1365,1311,0
,"Cartao de Debito 876, 00 - Cartao de Credito 435, 00",,,,,,,,,
26/09/2023,1 / 65,De 76835 Até 76873,"1533,6",0,0,"1512,1","21,5","1552,1","1512,1",0
,"Cartao de Debito 904, 50 - Cartao de Credito 607, 60",,,,,,,,,
27/09/2023,1 / 65,De 76874 Até 76913,"1677,9",0,0,"1630,9",47,"1724,9","1630,9",0
,"Cartao de Debito 1029, 40 - Cartao de Credito 601, 50",,,,,,,,,
28/09/2023,1 / 65,De 76914 Até 76953,"1723,7",0,0,"1711,7",12,"1735,7","1711,7",0
,"Cartao de Debito 793, 50 - Cartao de Credito 918, 20",,,,,,,,,
29/09/2023,1 / 65,De 76954 Até 76986,1078,0,0,1070,8,1083,1070,0
,"Cartao de Debito 327, 50 - Cartao de Credito 358, 50 - Pagamento Instantâneo (PIX) 384, 00",,,,,,,,,
30/09/2023,1 / 65,De 76987 Até 77031,"1368,6",0,0,"1341,6",27,"1394,6","1341,6",0
,"Cartao de Debito 860, 40 - Cartao de Credito 481, 20",,,,,,,,,
02/10/2023,1 / 65,De 77032 Até 77072,"1460,25",0,0,"1449,25",11,"1469,25","1449,25",0
,"Cartao de Debito 926, 75 - Cartao de Credito 522, 50",,,,,,,,,
03/10/2023,1 / 65,De 77073 Até 77115,"1213,7",0,0,"1201,3","12,4","1221,1","1201,3",0
,"Dinheiro 24, 00 - Cartao de Debito 695, 30 - Cartao de Credito 482, 00",,,,,,,,,
04/10/2023,1 / 65,De 77116 Até 77145,"1521,8",0,0,"1469,3","52,5","1558,3","1469,3",0
,"Dinheiro 27, 00 - Cartao de Debito 995, 40 - Cartao de Credito 362, 30 - Pagamento Instantâneo (PIX) 84, 60",,,,,,,,,
