,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Cartao de Debito 810, 80 - Cartao de Credito 432, 00",,,,,,,,,
25/08/2023,1 / 65,De 75864 Até 75897,1307,0,0,1301,6,1299,1301,0
,"Cartao de Debito 1002, 00 - Cartao de Credito 299, 00",,,,,,,,,
26/08/2023,1 / 65,De 75898 Até 75930,"1548,3",0,0,"1518,6","29,7",1578,"1518,6",0
,"Cartao de Debito 744, 90 - Cartao de Credito 667, 30 - Pagamento Instantâneo (PIX) 106, 40",,,,,,,,,
28/08/2023,1 / 65,De 75931 Até 75959,964,0,0,"955,5","8,5","972,5","955,5",0
,"Dinheiro 40, 00 - Cartao de Debito 650, 00 - Cartao de Credito 265, 50",,,,,,,,,
29/08/2023,1 / 65,De 75960 Até 75989,690,0,0,687,3,693,687,0
,"Dinheiro 30, 00 - Cartao de Debito 419, 00 - Cartao de Credito 221, 00 - Pagamento Instantâneo (PIX) 17, 00",,,,,,,,,
30/08/2023,1 / 65,De 75990 Até 76022,"1150,6",0,0,"1144,1","6,5",1153,"1144,1",0
,"Cartao de Debito 848, 00 - Cartao de Credito 296, 10",,,,,,,,,
31/08/2023,1 / 65,De 76023 Até 76061,"928,8",0,0,"905,9","22,9","951,7","905,9",0
,"Cartao de Debito 570, 30 - Cartao de Credito 335, 60",,,,,,,,,
01/09/2023,1 / 65,De 76062 Até 76095,"1806,3",0,0,"1799,9","6,4","1805,7","1799,9",0
,"Dinheiro 755, 50 - Cartao de Debito 731, 80 - Cartao de Credito 312, 60",,,,,,,,,
02/09/2023,1 / 65,De 76096 Até 76134,"900,5",0,0,"900,5",0,"900,5","900,5",0
,"Cartao de Debito 625, 50 - Cartao de Credito 275, 00",,,,,,,,,
04/09/2023,1 / 65,De 76135 Até 76182,"2011,5",0,0,"2004,5",7,2015,"2004,5",0
,"Cartao de Debito 1102, 70 - Cartao de Credito 901, 80",,,,,,,,,
05/09/2023,1 / 65,De 76183 Até 76222,"1320,5",0,0,"1313,5",7,"1327,3","1313,5",0
,"Cartao de Debito 967, 80 - Cartao de Credito 345, 70",,,,,,,,,
06/09/2023,1 / 65,De 76223 Até 76268,"1366,1",0,0,"1305,7","60,4","1426,5","1305,7",0
,"Cartao de Debito 1002, 20 - Cartao de Credito 293, 50 - Pagamento Instantâneo (PIX) 10, 00",,,,,,,,,
